id	filename	md5	size	state
3713d7ed-f621-44d8-9ba5-2f09da19f2ba	MP2PRT-PAXCHI_Clinical_Supplement.tsv	947d4ad2b1e3d88d02ae6b1410e60b15	270	released
a39d5a37-a00a-4e7f-988f-6eb9ce00c39e	MP2PRT-PAVAUX_Clinical_Supplement.tsv	9785e0576760274a8cdc0777679c113f	279	released
c1033b5a-e8d9-4739-8f35-b8f316fce2c4	MP2PRT-PARDMN_Clinical_Supplement.tsv	cf330381ff2e85e856d2092403cb1ad0	438	released
2c0f41be-d7ff-49b7-9449-ff637810f4ac	MP2PRT-PASZNV_Clinical_Supplement.tsv	05fa0636bd0f6f70f3e0b114b41662be	280	released
9ea8a895-3963-4f5a-b4dc-9dd818157570	MP2PRT-PATNLF_Clinical_Supplement.tsv	56aef3a86c9235f3360bd30b4b487870	274	released
bdc80245-5f65-48f9-a291-52dca9a4bacf	MP2PRT-PAYHJX_Clinical_Supplement.tsv	1851b722d06ff3266125dda802a9f77d	270	released
a302739d-e28b-4fc6-bb38-420c524d8d8c	MP2PRT-PAXVZT_Clinical_Supplement.tsv	1512d7e8eab554575f902e03984339b0	277	released
d58661e3-9640-4015-9844-e6fdd2ad9919	MP2PRT-PASFSG_Clinical_Supplement.tsv	83f18faa952e2a8e80c16e80d0986732	278	released
afd9e643-5161-431e-b3b6-678f76c01b48	MP2PRT-PATYFE_Clinical_Supplement.tsv	67d9180dcd8d2b78bf09f03e5470087e	274	released
8f57d4eb-b564-40d3-9208-3583c815419f	MP2PRT-PARZBT_Clinical_Supplement.tsv	19adc16c3947dca7de7a8dee5a2bd292	275	released
14d21c85-1f9e-4816-b750-6d446288b408	MP2PRT-PAUSLU_Clinical_Supplement.tsv	8f9f0991a0c25004cd6a5dced66ad214	273	released
003a185f-a81e-4c79-9074-216489cc602b	MP2PRT-PAWAYI_Clinical_Supplement.tsv	b066c6ac3f916b365ac4164cf0714d3f	270	released
553fd8f5-3544-4302-a3a5-ef6356cb81c9	MP2PRT-PAXMWW_Clinical_Supplement.tsv	9f9a73ce09c02d6623f82d06b14040ea	275	released
ce1e12df-7d4e-4c6c-86dc-f644be95f22b	MP2PRT-PAYJBH_Clinical_Supplement.tsv	cf8d806dada364ce20ad8c0935ab4670	286	released
e412b9f3-fd3a-45de-9bed-a3fa2ca450c5	MP2PRT-PAWARG_Clinical_Supplement.tsv	6c0b3ad616d1d790ceaf1fc410c8396a	291	released
d91a7c9b-cec3-47a9-aca2-acfd6e4179e9	MP2PRT-PAZMHH_Clinical_Supplement.tsv	5c801bdf81941e3574dd55f28fb361b9	272	released
1ba395a3-90c4-4e57-866b-72e3b4c972da	MP2PRT-PAWWUW_Clinical_Supplement.tsv	142f336f880818d5bf13b4a522d55207	266	released
7b80f31b-034e-4f4f-933e-8c3417b8a1be	MP2PRT-PATMVR_Clinical_Supplement.tsv	b1cf8c3f19c7ff6f8d6630ac13a2f5f4	279	released
f6fb9a63-466f-402b-9c50-9b98f1eadde0	MP2PRT-PAYTJD_Clinical_Supplement.tsv	26f5b2c1bbba2288a367209bb05a7787	270	released
1a892651-1f67-423b-83d8-e8f66c765028	MP2PRT-PAVIAG_Clinical_Supplement.tsv	f52157b02201ba2c5543c0ac7e26ace2	278	released
424f187d-ac92-4fb2-8dec-01b7234498d9	MP2PRT-PAXCHH_Clinical_Supplement.tsv	f435d2e594720dae6682e36447755dca	273	released
4df66f21-a3e5-4629-8054-64e640361860	MP2PRT-PAVBXS_Clinical_Supplement.tsv	7ccbd9b437bdb6a9551d3df571b81f30	311	released
313184fd-ef02-4872-81cd-c267b710f70b	MP2PRT-PARSKN_Clinical_Supplement.tsv	a18ab60ec76f85c72028540524af0a94	290	released
d1564a03-aa2e-4080-ba33-3a5e04075daa	MP2PRT-PAWRAM_Clinical_Supplement.tsv	7b63edb20c07ac2b013566c03466c815	275	released
7bbf57cc-4ebf-425a-a20c-f8466d352273	MP2PRT-PAUWCD_Clinical_Supplement.tsv	b77ab6d691f2e3e83385bc17e3327dbe	274	released
d9c66a11-542a-4291-9cc2-0e0845fe822f	MP2PRT-PAUMFA_Clinical_Supplement.tsv	9c21f3182f243842e1e6411048b72d04	280	released
ea56df02-911f-4c61-81e6-f5dfaebef4e3	MP2PRT-PATIFC_Clinical_Supplement.tsv	831fbf0e048ac4f816449565a4df4062	278	released
f5ea37c1-17d4-4f53-961f-c6341af9908a	MP2PRT-PASSUR_Clinical_Supplement.tsv	996302b1a2d95de34cbdf9a26112971e	279	released
30eea1fb-178f-4582-a48c-019fa2c4e16b	MP2PRT-PAZEPC_Clinical_Supplement.tsv	0e4da15babbfa7f4d36c4cc9e338f4f8	440	released
d7b3da66-dcf0-4bde-a4e4-0e8778769be5	MP2PRT-PATFWM_Clinical_Supplement.tsv	3fd33f2b2bb7342502eeda6da51165bc	279	released
34a24505-5366-496b-baa7-bacc0d6637e4	MP2PRT-PAUUFW_Clinical_Supplement.tsv	21f30224662eb7f1206717a8c07a98c1	269	released
61fba4e7-f8ac-4efb-be1e-837ecd49f2ff	MP2PRT-PAUGMT_Clinical_Supplement.tsv	a7fe753ada83ddd66501e964ca78a571	280	released
d95bf395-06c7-4154-8c01-39d14b8d465f	MP2PRT-PAVFAW_Clinical_Supplement.tsv	3d672a97b946b803b74d823115ce04ad	290	released
3cb530dc-f6e5-4eb9-9a28-d5fca65a503e	MP2PRT-PAWPUL_Clinical_Supplement.tsv	e557b8383741dc9dc6163befaa483913	290	released
ff46bd91-d043-4590-8de0-f876cd44d86a	MP2PRT-PATEIS_Clinical_Supplement.tsv	15454e1d613999a90559c6abeacdb23c	290	released
36aa6b2c-b5ee-4909-8f76-adcdf4e1c5c6	MP2PRT-PAWDBN_Clinical_Supplement.tsv	cd6799d76fe3028ae5eb98b356b588f0	277	released
82cd8f0f-0f60-4b62-985d-014195c1b05e	MP2PRT-PATILY_Clinical_Supplement.tsv	096f985f676470fb8ccd8b3ecd091f3b	272	released
1a6d26c6-5087-4ea9-ba68-bf7281f4ecb5	MP2PRT-PASYKN_Clinical_Supplement.tsv	72fdf6ac6d5c981f68f9e87647e8f842	278	released
0b21b040-3421-4772-a6bb-44a1c9f34ab8	MP2PRT-PAVSZI_Clinical_Supplement.tsv	3c4b1700962442046337e2cb1f1b7ee1	273	released
74ca8ea3-0304-40ed-bdd2-97b23e34ec3a	MP2PRT-PAXELC_Clinical_Supplement.tsv	598ea9ec051e7f62f6363f961079b1b7	283	released
3616a538-040c-4b38-aa20-405c689cc194	MP2PRT-PAYCFB_Clinical_Supplement.tsv	b3a617449efe89c8a89d567517df1884	270	released
9793cd85-b302-4aa0-94ba-2e4f11826db2	MP2PRT_Outcomes_1510.tsv	d0b1273c5bfc7719688cc8c7276a6fd0	121857	released
14fd87f9-2261-4125-9e8d-8679b0ede182	MP2PRT_ALL_MRD_1510.tsv	078f825584bddfa6449b7d6c59428df5	119242	released
358b8a2f-d9f8-4351-9ea3-9468ded3fb20	MP2PRT_Cytogenetics_1510.tsv	cce0f1e8d36ffac71fec1a84658c3790	404005	released
